,feature,brh_index
12962,Kenyon Stone,11.0
12963,Kenzo Tsujimoto,11.0
12964,Ker,9.0
12965,Keri Johnson,11.0
12966,Keri Russell,10.0
12967,Kermit the Frog,9.0
12968,Kermit the Frog / Foo Foo / Statler / Beaker / Lips / Rizzo the Rat / Link Hogthrob / The Newsman (voice),11.0
12969,Kerr Smith,10.0
12970,Kerrigan,9.0
12971,Kerris Dorsey,11.0
12972,Kerry,11.0
12973,Kerry Conran,9.0
12974,Kerry Fox,9.0
12975,Kerry Heysen,10.0
12976,Kerry Kohansky,10.0
12977,Kerry O'Malley,11.0
12978,Kerry Orent,10.0
12979,Kerry Washington,10.0
12980,Keryl,11.0
12981,Kesslee,9.0
12982,Kesun Loder,9.0
12983,Ketcham,9.0
12984,Keung,11.0
12985,Kevin,10.0
12986,Kevin 'KK' Keelor,11.0
12987,Kevin 'O-Dog',11.0
12988,Kevin Allen,11.0
12989,Kevin Bacon,10.0
12990,Kevin Beam,11.0
12991,Kevin Bray,11.0
12992,Kevin Brewer,9.0
12993,Kevin Breznahan,11.0
12994,"Kevin Brown, Agent Kay",11.0
12995,Kevin Chamberlin,9.0
12996,Kevin Cole,11.0
12997,Kevin Connolly,11.0
12998,Kevin Conway,10.0
12999,Kevin Copeland,11.0
13000,Kevin Corrigan,11.0
13001,Kevin Costner,10.0
13002,Kevin De La Noy,11.0
13003,Kevin Dillon,9.0
13004,Kevin Downes,10.0
13005,Kevin Doyle,11.0
13006,Kevin Dunn,10.0
13007,Kevin Durand,10.0
13008,Kevin Farley,9.0
13009,Kevin Feige,22.0
13010,Kevin Fields,11.0
13011,Kevin Fischer,11.0
13012,Kevin Flynn / Clu,11.0
13013,Kevin Franks,9.0
13014,Kevin Gerrity,11.0
13015,Kevin Greutert,10.0
13016,Kevin Grevioux,10.0
13017,Kevin Griswold,11.0
13018,Kevin Harper,11.0
13019,Kevin Hart,9.0
13020,Kevin Heffernan,9.0
13021,Kevin Hollander,9.0
13022,Kevin Hooks,9.0
13023,Kevin J. Messick,11.0
13024,Kevin J. O'Connor,10.0
13025,Kevin J. Walsh,11.0
13026,Kevin James,9.0
13027,Kevin Jarre,11.0
13028,Kevin Keneally,11.0
13029,Kevin King Templeton,9.0
13030,Kevin Kingston,11.0
13031,Kevin Kline,13.0
13032,Kevin Lima,10.0
13033,Kevin Loader,10.0
13034,Kevin Lomax,11.0
13035,Kevin Macdonald,10.0
13036,Kevin McCarthy,11.0
13037,Kevin McClory,11.0
13038,Kevin McCormick,11.0
13039,Kevin McDonald,11.0
13040,Kevin McKidd,9.0
13041,Kevin McNally,10.0
13042,Kevin Messick,11.0
13043,Kevin Meyers,11.0
13044,Kevin Misher,10.0
13045,Kevin Munroe,10.0
13046,Kevin Myers,10.0
13047,Kevin Nash,11.0
13048,Kevin Nealon,10.0
13049,Kevin O'Donnell,10.0
13050,Kevin Peter Hall,11.0
13051,Kevin Peterson,11.0
13052,Kevin Pollak,10.0
13053,Kevin Rahm,11.0
13054,Kevin Rawley,10.0
13055,Kevin Reher,11.0
13056,Kevin Reynolds,9.0
13057,Kevin Rodney Sullivan,10.0
13058,Kevin Shepherd,11.0
13059,Kevin Smith,19.0
13060,Kevin Sorbo,11.0
13061,Kevin Spacey,23.0
13062,Kevin Spirtas,11.0
13063,Kevin Sussman,9.0
13064,Kevin Swain,11.0
13065,Kevin Tancharoen,11.0
13066,Kevin Tierney,10.0
13067,Kevin Turen,10.0
13068,Kevin Williamson,9.0
13069,Kevin Zegers,9.0
13070,Kevin's Mom,9.0
13071,"Kevin, 6-8 Years",9.0
13072,"Kevin, Teenager",9.0
13073,Kevon Kane,11.0
13074,Key,11.0
13075,Keys,11.0
13076,Khalid,9.0
13077,Khalid Abdalla,11.0
13078,Khalid Mohammed,9.0
13079,Khalifa,9.0
13080,Kham,11.0
13081,Khanh Doan,9.0
13082,Khulan Chuluun,11.0
13083,Khumba (voice),11.0
13084,Ki (voice),9.0
13085,Ki Hong Lee,11.0
13086,Kia Jam,11.0
13087,Kiana Tom,9.0
13088,Kianna,11.0
13089,Kicking Bird,11.0
13090,Kicking Wing,11.0
13091,Kid,11.0
13092,Kid Blue,11.0
13093,Kid Culprit,11.0
13094,Kiefer Sutherland,19.0
13095,Kiele Sanchez,11.0
13096,Kieran Culkin,10.0
13097,Kieran Vollard,11.0
13098,Kiersey Clemons,10.0
13099,Kiersten Warren,9.0
13100,Kierston Wareing,9.0
13101,Kiki,11.0
13102,Kikuchiyo,9.0
13103,Killer Films,11.0
13104,Killer Joe Cooper,9.0
13105,Kilowatt (voice),11.0
13106,Kim,10.0
13107,Kim Basinger,10.0
13108,Kim Boggs,11.0
13109,Kim Byeong-ok,11.0
13110,Kim Cattrall,9.0
13111,Kim Chan,9.0
13112,Kim Coates,9.0
13113,Kim Cummings,9.0
13114,Kim Darby,11.0
13115,Kim Dawson,10.0
13116,Kim De Angelo,9.0
13117,Kim Dickens,9.0
13118,Kim Farrant,9.0
13119,Kim Fowley,9.0
13120,Kim Greist,11.0
13121,Kim Hinton,10.0
13122,Kim Hunter,10.0
13123,Kim Jong-un,9.0
13124,Kim McCraw,11.0
13125,Kim Mills,11.0
13126,Kim Myers,11.0
13127,Kim Rogers,11.0
13128,Kim Roth,11.0
13129,Kim Saxon,11.0
13130,Kim Schein,11.0
13131,Kim Staunton,11.0
13132,Kim Townsend,11.0
13133,Kim Waltrip,11.0
13134,Kimberly Beck,11.0
13135,Kimberly C. Anderson,11.0
13136,Kimberly Corman,11.0
13137,Kimberly Elise,10.0
13138,Kimberly Guerrero,9.0
13139,Kimberly J. Brown,11.0
13140,Kimberly Miller,11.0
13141,Kimberly Peirce,9.0
13142,Kimberly Wallace,11.0
13143,Kimberly di Bonaventura,11.0
13144,Kimmy,11.0
13145,King Agamemnon,11.0
13146,King Agamemnon / Fireman,11.0
13147,King Alonso,9.0
13148,King Amphitryon,9.0
13149,King Arthur,11.0
13150,King Arthur / Voice of God / Middle Head / Hiccoughing Guard,11.0
13151,King Brahmwell,11.0
13152,King Candy (voice),11.0
13153,King Carney,9.0
13154,King Edgar,9.0
13155,King Edward,11.0
13156,King Edward VIII,11.0
13157,King Einon,11.0
13158,King Fergus (voice),11.0
13159,King George VI,11.0
13160,King Goobot V (voice),11.0
13161,King Henry VIII,11.0
13162,King Hyperion,11.0
13163,King Julien XIII (voice),11.0
13164,King Koopa,9.0
13165,King Leonidas,11.0
13166,King Llane Wrynn,11.0
13167,King Mufasa (voice),11.0
13168,King Nod (voice),9.0
13169,King Osric,11.0
13170,King Vidor,10.0
13171,King Westley,11.0
13172,King William,9.0
13173,King Xerxes,9.0
13174,King of Ward 3,9.0
13175,Kingsgate Films,9.0
13176,Kinji Fukasaku,11.0
13177,Kinka Usher,9.0
13178,Kinokompaniya CTB,11.0
13179,Kip Dynamite,11.0
13180,Kip Pardue,10.0
13181,Kip Raines,11.0
13182,Kipley Wentz,11.0
13183,Kippie Kann,9.0
13184,Kira Davis,11.0
13185,Kira Supernova (Voice),11.0
13186,Kira Yanagawa,11.0
13187,Kirby,11.0
13188,Kirby Bliss Blanton,10.0
13189,Kirby Heyborne,9.0
13190,Kirby Reed,11.0
13191,Kiri Vinokur,9.0
13192,Kirigi,11.0
13193,Kirill,10.0
13194,Kirk,11.0
13195,Kirk Bodyfelt,11.0
13196,Kirk Cameron,11.0
13197,Kirk Cuddy,9.0
13198,Kirk De Micco,10.0
13199,Kirk Douglas,10.0
13200,Kirk Hammett,9.0
13201,Kirk Jones,10.0
13202,Kirk Kettner,11.0
13203,Kirk Lazarus,11.0
13204,Kirk Wise,11.0
13205,Kirk Wong,11.0
13206,Kirsten Baker,11.0
13207,Kirsten Dunst,24.0
13208,Kirsten Sheridan,11.0
13209,Kirstie Alley,10.0
13210,Kirstin Winkler,11.0
13211,Kirsty Cotton,11.0
13212,Kissy Suzuki,11.0
13213,Kit,10.0
13214,Kit Golden,11.0
13215,Kit Harington,9.0
13216,Kit Keller,11.0
13217,Kit Latura,11.0
13218,Kitai Raige,11.0
13219,Kitana,11.0
13220,Kitchelle Storms,9.0
13221,Kitty Dean,9.0
13222,Kitty Galore (voice),11.0
13223,Kitty Kiernan,9.0
13224,Kitty Kowalski,11.0
13225,Kitty Prescott,11.0
13226,Kitty Softpaws (voice),11.0
13227,Kitty Winn,11.0
13228,Kiyoshi Kurosawa,11.0
13229,Kiều Chinh,9.0
13230,Klaatu,11.0
13231,Klaus Daimler,9.0
13232,Klaus Maria Brandauer,10.0
13233,Klaus Wennemann,11.0
13234,Klein,9.0
13235,Know-It-All (voice),11.0
13236,Knox Overstreet,11.0
13237,Knut Nærum,11.0
13238,Ko Ah-sung,11.0
13239,Koba,11.0
13240,Koba Nakopia,9.0
13241,Kobayashi,11.0
13242,Kodi Smit-McPhee,9.0
13243,Koji Yakusho,11.0
13244,Kolp,10.0
13245,Komorov,11.0
13246,Kong,9.0
13247,Konrad Pictures,10.0
13248,Konstantin Khabenskiy,11.0
13249,Koop,11.0
13250,Kopelson Entertainment,10.0
13251,Korben Dallas,11.0
13252,Kori Rae,11.0
13253,Koro,11.0
13254,Kosa,11.0
13255,Koshô,11.0
13256,Kou Shibasaki,9.0
13257,Kouroku (voice),11.0
13258,Kowalski (voice),11.0
13259,Kramer & Sigman Films,11.0
13260,Kraven,10.0
13261,Kris,9.0
13262,Kris 'Tanto' Paronto,11.0
13263,Kris Kristofferson,10.0
13264,Kris Lemche,11.0
13265,Kris Pearn,11.0
13266,Kris Thykier,10.0
13267,Krista Allen,11.0
13268,Krista Coughlin,11.0
13269,Kristanna Loken,10.0
13270,Kristel Laiblin,9.0
13271,Kristen,11.0
13272,Kristen Bell,10.0
13273,Kristen Cloke,11.0
13274,Kristen Connolly,11.0
13275,Kristen Johnston,9.0
13276,Kristen Miller,11.0
13277,Kristen Parker,10.0
13278,Kristen Schaal,11.0
13279,Kristen Stewart,6.0
13280,Kristen Wiig,21.0
13281,Kristen Wilson,11.0
13282,Kristi Moore,11.0
13283,Kristi Rey,11.0
13284,Kristian James Andresen,11.0
13285,Kristie Macosko Krieger,11.0
13286,Kristin,9.0
13287,Kristin Chenoweth,9.0
13288,Kristin Davis,10.0
13289,Kristin Hahn,11.0
13290,Kristin Kreuk,9.0
13291,Kristin Scott Thomas,10.0
13292,Kristin Squires,9.0
13293,Kristina Wayborn,11.0
13294,Kristine Belson,11.0
13295,Kristoff (voice),11.0
13296,Kristoffer Polaha,9.0
13297,Kristy Swanson,9.0
13298,Kronk (voice),11.0
13299,Krug,11.0
13300,Kruger,10.0
13301,Krysta,9.0
13302,Krysta Now,9.0
13303,Krysta Rodriguez,9.0
13304,Krysten Ritter,9.0
13305,Kryštof Hádek,9.0
13306,Kujo,9.0
13307,Kumar Patel,10.0
13308,Kunaal Roy Kapur,11.0
13309,Kunal Kapoor,11.0
13310,Kungo Tsarong,11.0
13311,Kunihiko Yuyama,11.0
13312,Kunio Mamiya,11.0
13313,Kuno Becker,9.0
13314,Kuranosuke Ôishi,9.0
13315,Kurt Buckman,10.0
13316,Kurt Fuller,11.0
13317,Kurt Hummel,11.0
13318,Kurt McKenzie,11.0
13319,Kurt Russell,10.0
13320,Kurt Wimmer,9.0
13321,Kurtis Kool,11.0
13322,Kurtwood Smith,10.0
13323,Kuzco (voice),11.0
13324,Kwame Parker,9.0
13325,Kyalo Mativo,9.0
13326,Kyla Pratt,10.0
13327,Kyle,10.0
13328,Kyle (voice),11.0
13329,Kyle Balda,11.0
13330,Kyle Brenner,11.0
13331,Kyle Budwell,11.0
13332,Kyle Catlett,9.0
13333,Kyle Chandler,10.0
13334,Kyle Edwards,11.0
13335,Kyle Fisher,9.0
13336,Kyle Gallner,10.0
13337,Kyle Hirons,11.0
13338,Kyle Kingson,11.0
13339,Kyle MacLachlan,11.0
13340,Kyle Martin,11.0
13341,Kyle Pratt,11.0
13342,Kyle Reese,10.0
13343,Kyle Rhodes,9.0
13344,Kyle T. Heffner,11.0
13345,Kyle Williams,9.0
13346,Kyle Wincott,11.0
13347,Kylie (voice),11.0
13348,Kylie Minogue,11.0
13349,Kylie Owens,9.0
13350,Kylie Rogers,11.0
13351,Kyoko,11.0
13352,Kyra Nichols,9.0
13353,Kyra Sedgwick,10.0
13354,Kyuzo,9.0
13355,Kátia Lund,11.0
13356,Königin Margo,11.0
13357,L. Bishop,11.0
13358,L. Levin,11.0
13359,L. Scott Caldwell,11.0
13360,L.I.F.T. Production,11.0
13361,L.J.,11.0
13362,L.M. Kit Carson,9.0
13363,L.Q. Jones,11.0
13364,L.T. Bonham,9.0
13365,LAPD Officer Bobby Aldrich / 'A' World Inmate #1,11.0
13366,LL Cool J,10.0
13367,La Grise (voice),9.0
13368,La Môme Caoutchouc,9.0
13369,La Petite Reine,9.0
13370,La chica del bosque,9.0
13371,La mère,11.0
13372,LaBoeuf,11.0
13373,LaFawnduh,11.0
13374,LaJessie Smith,11.0
13375,LaRhette,11.0
13376,LaRoche,11.0
13377,Laban,9.0
13378,Lace Pennamin,11.0
13379,Lacey Chabert,11.0
13380,Lacey Pemberton,11.0
13381,Lacy,9.0
13382,Lacy Doyle,9.0
13383,Lado,11.0
13384,Lady Anne Davenport,11.0
13385,Lady Bellaston,11.0
13386,Lady Campanula Tottington,11.0
13387,Lady Cynthia Portley-Rind (voice),11.0
13388,Lady Gertrude Chiltern,11.0
13389,Lady Gresham,11.0
13390,Lady Hester Random,11.0
13391,Lady Jessica Atreides,9.0
13392,Lady Jocelyn,11.0
13393,Lady Lou,11.0
13394,Lady Lyndon,11.0
13395,Lady Murasaki,11.0
13396,Lady Sarah Ashley,9.0
13397,Lady Silk,11.0
13398,Lady Tremaine,11.0
13399,Lady White,11.0
13400,Lady X,9.0
13401,Laeta Kalogridis,11.0
13402,Lai,11.0
13403,Laika Entertainment,11.0
13404,Laila,10.0
13405,Laila Nabulsi,9.0
13406,Lainie Kazan,9.0
13407,Laird Hamilton,11.0
13408,Laird John Hamilton,11.0
13409,Lake Bell,10.0
13410,Lakeshore Entertainment,15.0
13411,Lakisha,11.0
13412,Lala Bonilla,9.0
13413,Lam Tze-Chung,11.0
13414,Lamar,11.0
13415,Lambert Wilson,12.0
13416,Lamia,11.0
13417,Lamont Cranston/The Shadow,11.0
13418,Lampwick,11.0
13419,Lana Lang,11.0
13420,Lana Tisdel,11.0
13421,Lana Wachowski,16.0
13422,Lana Wood,11.0
13423,Lancaster Dodd,9.0
13424,Lance,10.0
13425,Lance Acord,11.0
13426,Lance B. Johnson,11.0
13427,Lance Clayton,9.0
13428,Lance Gross,11.0
13429,Lance Guest,11.0
13430,Lance Henriksen,9.0
13431,Lance Hool,11.0
13432,Lance Johnson,11.0
13433,Lance Mungia,9.0
13434,Lance Sullivan,10.0
13435,Lancelot,11.0
13436,Landlady,11.0
13437,Landlord,11.0
13438,Lando Calrissian,10.0
13439,Landon Carter,11.0
13440,Lane Smith,10.0
13441,Laney Boggs,11.0
13442,Langston,10.0
13443,Lani Aliikai,11.0
13444,Lanie Kerrigan,9.0
13445,Lar Park Lincoln,11.0
13446,Lara,9.0
13447,Lara Antipova,11.0
13448,Lara Breay,11.0
13449,Lara Campbell,11.0
13450,Lara Croft,10.0
13451,Lara Flynn Boyle,9.0
13452,Laraine Cotwell,9.0
13453,Laraine Newman,9.0
13454,Larenz Tate,9.0
13455,Larger Than Life Productions,10.0
13456,Lari White,11.0
13457,Larisa Oleynik,11.0
13458,Larry,10.0
13459,"Larry ""Doc"" Sportello",9.0
13460,"Larry ""Pinto"" Kroger",11.0
13461,Larry Brezner,10.0
13462,Larry Brumley,11.0
13463,Larry Bryggman,11.0
13464,Larry Bukheim,9.0
13465,Larry Charles,10.0
13466,Larry Clark,11.0
13467,Larry Cotton,11.0
13468,Larry Crowne,11.0
13469,Larry Daley,10.0
13470,Larry David,11.0
13471,Larry Fessenden,10.0
13472,Larry Gigli,9.0
13473,Larry Gopnik,11.0
13474,Larry Gray,11.0
13475,Larry Hedges,9.0
13476,Larry Hooper,11.0
13477,Larry J. Franco,9.0
13478,Larry Karaszewski,11.0
13479,Larry Kelson,11.0
13480,Larry Maretto,11.0
13481,Larry Miller,10.0
13482,Larry Pogue Sr.,9.0
13483,Larry Schapiro,9.0
13484,Larry Shuman,11.0
13485,Larry Snyder,11.0
13486,Larry Weinstein,9.0
13487,Larry Willingham,11.0
13488,Larry Wilson,11.0
13489,Larry the Cable Guy,10.0
13490,Larry/The Devil,9.0
13491,Lars,9.0
13492,Lars Knudsen,10.0
13493,Lars Lindstrom,9.0
13494,Lars Ranthe,11.0
13495,Lars Ulrich,9.0
13496,Lars Ulstead,11.0
13497,Lars von Trier,9.0
13498,Larten Crepsley,9.0
13499,Laser,11.0
13500,Lasse Hallström,10.0
13501,Lateesha Rodriguez,9.0
13502,Lati Grobman,9.0
13503,Latif Yahia / Uday Hussein,9.0
13504,Latifa Ouaou,11.0
13505,Latika,11.0
13506,Latrell Walker,11.0
13507,Laura,10.0
13508,Laura Bickford,10.0
13509,Laura Brown,11.0
13510,Laura Bush,11.0
13511,Laura Calvin Miller,11.0
13512,Laura Carrington,11.0
13513,Laura Chapman,11.0
13514,Laura Charles,11.0
13515,Laura D. Smith,11.0
13516,Laura Dern,10.0
13517,Laura Fattori,11.0
13518,Laura Fischer,11.0
13519,Laura Fraser,11.0
13520,Laura Freeman,11.0
13521,Laura Garrety,9.0
13522,Laura Harring,10.0
13523,Laura Harris,11.0
13524,Laura Jo 'L.J.' Wentworth,11.0
13525,Laura Kinney,11.0
13526,Laura Kirk,11.0
13527,Laura Lau,10.0
13528,Laura Linney,17.0
13529,Laura MacNamara Sobel,11.0
13530,Laura Ramsey,10.0
13531,Laura Sobel,9.0
13532,Laura Vandervoort,11.0
13533,Laura Vasiliu,11.0
13534,Laura Wilson,11.0
13535,Laura Ziskin,14.0
13536,Laura Ziskin Productions,10.0
13537,Laure Mattos,11.0
13538,Laure/lily,9.0
13539,Laurel A. Ward,11.0
13540,Laurel Group,11.0
13541,Laurel Hedare,9.0
13542,Laurel Hester,9.0
13543,Laurel Pearson,9.0
13544,Laurel-Ann Drummond,9.0
13545,Lauren,10.0
13546,Lauren / Sylvia,11.0
13547,Lauren Ambrose,10.0
13548,Lauren Ash,9.0
13549,Lauren Bacall,11.0
13550,Lauren Bittner,11.0
13551,Lauren Cohan,11.0
13552,Lauren Daniels,11.0
13553,Lauren Douglas,9.0
13554,Lauren Esposito,11.0
13555,Lauren Farb,9.0
13556,Lauren German,9.0
13557,Lauren Graham,9.0
13558,Lauren Hodges,11.0
13559,Lauren Holly,10.0
13560,Lauren Hutton,9.0
13561,Lauren Lazin,11.0
13562,Lauren Levine,11.0
13563,Lauren Lloyd,11.0
13564,Lauren London,11.0
13565,Lauren Miller,11.0
13566,Lauren Munsch,11.0
13567,Lauren Powell,11.0
13568,Lauren Shuler Donner,7.0
13569,Lauren Versel,11.0
13570,Lauren Wando,11.0
13571,Laurence Becsey,11.0
13572,Laurence Fishburne,10.0
13573,Laurence Fox,11.0
13574,Laurence Golborne,10.0
13575,Laurence Laurentz,11.0
13576,Laurence Mark,6.0
13577,Laurence Mark Productions,11.0
13578,Laurence Olivier,11.0
13579,Lauri Apelian,11.0
13580,Laurie Bohner,11.0
13581,Laurie Callahan,9.0
13582,Laurie Collyer,9.0
13583,Laurie Crouch,9.0
13584,Laurie Henderson,11.0
13585,Laurie Holden,9.0
13586,Laurie Jupiter / Silk Spectre II,11.0
13587,Laurie Lennard,11.0
13588,Laurie MacDonald,10.0
13589,Laurie Parker,11.0
13590,Laurie Shaw,9.0
13591,Laurie Simmons,11.0
13592,Laurie Strode,10.0
13593,Laurie Webb,11.0
13594,Lava Bear Films,11.0
13595,Lavagirl,11.0
13596,Lavania,9.0
13597,Lawrence,11.0
13598,Lawrence Bender,19.0
13599,Lawrence Bender Productions,10.0
13600,Lawrence Gilliard Jr.,9.0
13601,Lawrence Gordon,21.0
13602,Lawrence Grey,11.0
13603,Lawrence Guterman,11.0
13604,Lawrence Inglee,9.0
13605,Lawrence Kasanoff,9.0
13606,Lawrence Kasdan,10.0
13607,Lawrence Mortorff,9.0
13608,Lawrence Musgrove,11.0
13609,Lawrence Robertson,11.0
13610,Lawrence Turman,11.0
13611,Lawrence Weingarten,10.0
13612,Lawrie Dayne,9.0
13613,Lawyer McCoy,9.0
13614,Layla,11.0
13615,Layla Maloney,11.0
13616,Layla Williams,11.0
13617,Laz Alonso,10.0
13618,Lazar Wolf,11.0
13619,Lazarus,9.0
13620,Lazlo,9.0
13621,Le Chevalier Raphael Danceny,11.0
13622,Le Chiffre,11.0
13623,Le Comte,9.0
13624,Le Frog,9.0
13625,Le Studio Canal+,9.0
13626,Le bébé,11.0
13627,Le commissaire de police de Manosque,9.0
13628,Le cow-boy (Place des Victoires),9.0
13629,Le fleuriste,9.0
13630,Le médecin,9.0
13631,Le père,11.0
13632,LeBlanc,9.0
13633,LeVar Burton,10.0
13634,Lea,10.0
13635,Lea Coco,11.0
13636,Lea Michele,9.0
13637,Lea Salonga,11.0
13638,Lea Thompson,15.0
13639,Lead Guitarist,11.0
13640,Leader Caleb Warrens,11.0
13641,Leah,10.0
13642,Leah (voice),9.0
13643,Leah Carnahan,11.0
13644,Leah Fuller,11.0
13645,Leah Pipes,11.0
13646,Leah Remini,11.0
13647,Leah Zappy,9.0
13648,Leandro Firmino,11.0
13649,Leanna Creel,9.0
13650,Leanne Rease-Jones,9.0
13651,Leatherface,11.0
13652,Leatherface 'Bubba' Sawyer,11.0
13653,Leaven,11.0
13654,Lee,11.0
13655,Lee / N'Cream,9.0
13656,Lee Blanchard,9.0
13657,Lee Briggs,9.0
13658,Lee Christmas,10.0
13659,Lee Clay,11.0
13660,Lee Cullen,11.0
13661,Lee Daniels,10.0
13662,Lee Dollarhide,11.0
13663,Lee Evans,11.0
13664,Lee Gates,11.0
13665,Lee Gottsegen,11.0
13666,Lee Harvey Oswald,11.0
13667,Lee Holloway,11.0
13668,Lee Hunter,11.0
13669,Lee J. Cobb,10.0
13670,Lee Joo-Ick,9.0
13671,Lee Majors,9.0
13672,Lee Marvin,10.0
13673,Lee Oakes,11.0
13674,Lee Pearson,9.0
13675,Lee R. Mayes,10.0
13676,Lee Remick,11.0
13677,Lee Rich,11.0
13678,Lee Scoresby,11.0
13679,Lee Stanley,11.0
13680,Lee Sternthal,11.0
13681,Lee Stollman,10.0
13682,Lee Tamahori,9.0
13683,Lee Tergesen,11.0
13684,Lee Toland Krieger,11.0
13685,Lee Unkrich,11.0
13686,Lee Van Cleef,10.0
13687,Lee Woo-jin,11.0
13688,Leehom Wang,9.0
13689,Leelee Sobieski,11.0
13690,Leeloo,11.0
13691,Leezar,9.0
13692,Left Hand Lacey (Piano),11.0
13693,Lefty,11.0
13694,Legendary Pictures,22.0
13695,Legolas,10.0
13696,Leif,11.0
13697,Leif Tilden,11.0
13698,Leigh,11.0
13699,Leigh Anne Tuohy,11.0
13700,Leigh Bowden,11.0
13701,Leigh Colvin,11.0
13702,Leigh Whannell,11.0
13703,Leighton Meester,10.0
13704,Leila,11.0
13705,Leila Arcieri,11.0
13706,Leila Hope,11.0
13707,Leila Smith,11.0
13708,Leland Orser,10.0
13709,Lello Cava,9.0
13710,Lem (voice),11.0
13711,Lemore Syvan,9.0
13712,Lemuel,11.0
13713,Lemuel Gulliver,11.0
13714,Len Amato,9.0
13715,Len Cariou,11.0
13716,Len Peterson,11.0
13717,Len Wiseman,10.0
13718,Lena,10.0
13719,Lena (Voice),11.0
13720,Lena Brandt,9.0
13721,Lena Duchannes,10.0
13722,Lena Dunham,10.0
13723,Lena Headey,10.0
13724,Lena Kaligaris,10.0
13725,Lena Leonard,9.0
13726,Lena Olin,11.0
13727,Lena Taylor,9.0
13728,Lene Børglum,10.0
13729,Lenfilm Studio,9.0
13730,Leni Riefenstahl,11.0
13731,Lenn Kudrjawizki,9.0
13732,Lennie James,9.0
13733,Lennie Loftin,11.0
13734,Lenny,9.0
13735,Lenny (voice),11.0
13736,Lenny Abrahamson,11.0
13737,Lenny Cole,11.0
13738,Lenny Feder,10.0
13739,Lenny Kagan,11.0
13740,Lenny Kravitz,11.0
13741,Lenny Meyer,11.0
13742,Lenny Richter,11.0
13743,Lenny Venito,9.0
13744,Lenny Young,11.0
13745,Lenore,10.0
13746,Lenore Case,11.0
13747,Lenore Mills - St. John,11.0
13748,Leo Barnes,10.0
13749,Leo Biederman,11.0
13750,Leo Bloom,9.0
13751,Leo Burmester,11.0
13752,Leo Collins,11.0
13753,Leo Davidson,11.0
13754,Leo Demidov,9.0
13755,Leo Durocher,11.0
13756,Leo F. Drummond,11.0
13757,Leo Fitzpatrick,11.0
13758,Leo G. Carroll,11.0
13759,Leo Genn,10.0
13760,Leo Getz,10.0
13761,Leo Holt,11.0
13762,Leo Koenig,9.0
13763,Leo McKern,10.0
13764,Leo Pescarolo,11.0
13765,Leo Rossi,9.0
13766,Leo Severino,9.0
13767,Leon Isaac Kennedy,11.0
13768,Leon Janney,9.0
13769,Leon Kaufman,9.0
13770,Leon Mercier,9.0
13771,Leon Phelps,9.0
13772,Leon Rippy,11.0
13773,Leon Robinson,11.0
13774,Leona Cantrell,11.0
13775,Leonard,9.0
13776,Leonard 'Nipper' Read,11.0
13777,Leonard (voice),11.0
13778,Leonard Freeman,11.0
13779,Leonard Frey,11.0
13780,Leonard Goldberg,10.0
13781,Leonard Ho,11.0
13782,Leonard Nimoy,10.0
13783,Leonard Rabinowitz,11.0
13784,Leonard Roberts,11.0
13785,Leonard Woolf,11.0
13786,Leonardo,10.0
13787,Leonardo Cimino,9.0
13788,Leonardo DiCaprio,10.0
13789,Leonid Yarmolnik,9.0
13790,Leonidas,11.0
13791,Leonie Mansfield,11.0
13792,Leonor Varela,9.0
13793,Leonore,11.0
13794,Leopold Mozart,11.0
13795,Leopold Stokowski,11.0
13796,Leopoldo Gout,9.0
13797,Leroy Green,11.0
13798,Les,10.0
13799,Les Alexander,11.0
13800,Les Films 21,9.0
13801,Les Films d'Ici,11.0
13802,Les Films du Losange,11.0
13803,Les Mayfield,10.0
13804,Les Nichols,11.0
13805,Les Productions Artistes Associés,11.0
13806,Les Triplettes (voice),9.0
13807,Les Weldon,9.0
13808,Lescovar,11.0
13809,Lesher,9.0
13810,Leslee Udwin,11.0
13811,Lesley,11.0
13812,Lesley Ann Warren,10.0
13813,Lesley Manville,11.0
13814,Lesley-Anne Down,9.0
13815,Leslie,10.0
13816,Leslie Bibb,9.0
13817,Leslie Breitbart,9.0
13818,Leslie Burke,11.0
13819,Leslie Caron,11.0
13820,Leslie Dixon,10.0
13821,Leslie Holleran,10.0
13822,Leslie Hope,9.0
13823,Leslie Howard,11.0
13824,Leslie J. Converse,11.0
13825,Leslie Jones,11.0
13826,Leslie Mann,10.0
13827,Leslie Miller,11.0
13828,Leslie Morgan,11.0
13829,Leslie Morgenstein,9.0
13830,Leslie Nielsen,10.0
13831,Leslie Payne,11.0
13832,Leslie Phelan,9.0
13833,Leslie Stefanson,10.0
13834,Leslie Urdang,10.0
13835,Leslie Weisberg,9.0
13836,Leslye Headland,11.0
13837,Lesra Martin,11.0
13838,Lestat de Lioncourt,10.0
13839,Lester,9.0
13840,Lester 'Worm' Murph,11.0
13841,Lester Burnham,11.0
13842,Lester Diamond,11.0
13843,Lester Siegel,11.0
13844,Lester Vesco,11.0
13845,Leticia Musgrove,11.0
13846,Letty,11.0
13847,Letty Aronson,10.0
13848,Letty Ortiz,11.0
13849,Leutnant Werner,11.0
13850,Levan Gabriadze,11.0
13851,Leven Rambin,11.0
13852,Levi Miller,9.0
13853,Levon Helm,11.0
13854,Levy Easterly,11.0
13855,Lew Harper,11.0
13856,Lew Temple,9.0
