,feature,weight,brh_index
4998,Danny Huston,1.0582712195119046,10.0
4999,Danny Leiner,3.1444714145299146,10.0
5000,Danny Lerner,1.1480818257539682,9.0
5001,Danny Lloyd,1.3167038947368421,11.0
5002,Danny Maccabee,1.6864800875,11.0
5003,Danny Maguire,0.43123288,11.0
5004,Danny Mann,7.4711636666666665,11.0
5005,Danny McBride,1.5254443103661508,10.0
5006,Danny McDaniels,8.797081619047619,11.0
5007,Danny Mills,499.0,11.0
5008,Danny Morrison,-0.27667608,9.0
5009,Danny Noonan,5.641057333333333,11.0
5010,Danny Ocean,3.300114989304813,10.0
5011,Danny Pang,-0.055835777777777776,9.0
5012,Danny Rich,2.041905933333333,11.0
5013,Danny Sapani,0.21307845,11.0
5014,Danny Steinmann,8.968371818181819,11.0
5015,Danny Strong,-0.17454090909090908,9.0
5016,Danny Torrance,1.3167038947368421,11.0
5017,Danny Trejo,1.0496493345238096,9.0
5018,Danny Vinyard,0.19375635,11.0
5019,Danny Wilensky,2.40461825,11.0
5020,Danny Witwer,2.5134600588235294,11.0
5021,Danny Wright,0.7297244,11.0
5022,Danny Zuko,29.302295,11.0
5023,"Danny, Lewis' Roommate",0.5931668695652174,11.0
5024,Dante,2.1025745249999996,10.0
5025,Dante Bishop,10.858788,11.0
5026,Dante Di Loreto,1.0736931111111112,11.0
5027,Dante Hicks,58.12217200925926,10.0
5028,"Dante Slate, Jr.",0.1226815,11.0
5029,Dany Boon,1.6299342121212121,10.0
5030,Dany Garcia,0.22658462857142858,11.0
5031,Dany Robin,0.5,11.0
5032,Dany Verissimo-Petit,-0.20132241666666667,9.0
5033,Dany Wolf,0.8616224186046512,11.0
5034,Daphne Binks,1.2507414,11.0
5035,Daphne Blake,2.281555988095238,11.0
5036,Daphne Zuniga,0.6792723788546255,11.0
5037,Dar,-0.8551125,9.0
5038,Dara Resnik Creasey,-0.17454090909090908,9.0
5039,Daramus Holiday,-0.32548373333333336,9.0
5040,Daran Norris,0.5908569375,11.0
5041,Darby Massey,-0.2412515,9.0
5042,Darby Shaw,3.3392901333333334,11.0
5043,Darci Kistler,-0.8884213684210527,9.0
5044,Darcy,0.7114832285714285,11.0
5045,Darcy McGuire,4.344452957142857,11.0
5046,Darcy Silverman,1.1194886071428571,11.0
5047,Daredevil Dan,-0.9988660615384616,9.0
5048,Daren Kagasoff,19.7180542,11.0
5049,Darien Taylor,1.9232046,11.0
5050,Darin 'Doughboy' Baker,7.846779846153846,11.0
5051,Darin Scott,3.9857142857142858,10.0
5052,Darius 'Darry' Jenner,4.9217789,11.0
5053,Darius Britt,4.343722666666666,11.0
5054,Darius Jedburgh,-0.0637332625,9.0
5055,Darius Rose,1.50618728125,11.0
5056,Darius Stone / xXx,0.18456553333333334,11.0
5057,Dark Chocolate,0.72802885,11.0
5058,Dark Helmet,0.6792723788546255,11.0
5059,Darko,5.33625,11.0
5060,Darla Dimple,-0.88854259375,9.0
5061,Darla Dimple (singing voice),-0.88854259375,9.0
5062,Darla K. Anderson,3.276479912083333,10.0
5063,Darlene Caamano,0.284425652173913,11.0
5064,Darlene Cates,1.7272727272727273,11.0
5065,Darlene Davis,-0.48,9.0
5066,Darlene Madison,-0.47665282857142854,9.0
5067,Darnell 'Big D Love' Beery,0.9436533846153846,11.0
5068,Darnell Lewis,1.795286325,11.0
5069,Daro,3.0273933,11.0
5070,Darquandier,0.03012297142857143,11.0
5071,Darrel 'Darry' Curtis,2.3697647,11.0
5072,Darrel Heath,-0.38254069230769233,9.0
5073,Darrell Britt-Gibson,0.37108846666666667,11.0
5074,Darrell Grant,1.26619486,11.0
5075,Darrell James Roodt,0.70877916,11.0
5076,Darren Aronofsky,14.22213878217257,9.0
5077,Darren Criss,1.0736931111111112,11.0
5078,Darren Cross / Yellowjacket,2.9947074230769233,11.0
5079,Darren Dalton,8.13726119047619,11.0
5080,Darren Lynn Bousman,21.85140601666667,10.0
5081,Darren Roanoke,-0.3254989677419355,9.0
5082,Darren Shan,-0.295758225,9.0
5083,Darren Silverman,-0.12038322727272727,9.0
5084,Darren Star,1.88347692,11.0
5085,Darren Stein,0.025606666666666666,11.0
5086,Darrick Doerner,0.21769230769230768,11.0
5087,Darrin Henson,2.0266926615384615,10.0
5088,Darrin Holender,1.1764896,11.0
5089,Darris Love,-0.9990931,9.0
5090,Darryl,1.4227951443509617,10.0
5091,Darryl Cooksey,-0.2533774814814815,9.0
5092,Darryl F. Zanuck,3.381179954441914,10.0
5093,Darryl Peabody,1.6666279363636363,11.0
5094,Darryl Taja,2.626352125,11.0
5095,Darryn Welch,-0.9926666666666667,9.0
5096,Dartanian Sloan,4.2882018,11.0
5097,Darwin Mayflower,-0.7351064615384615,9.0
5098,Darwin Shaw,2.081821090909091,11.0
5099,Darwin the Guinea Pig (voice),0.95211894,11.0
5100,Daryl,8.13726119047619,11.0
5101,Daryl C. Lefever,1.0859414,11.0
5102,Daryl Hannah,2.5851779420090324,10.0
5103,Daryl Isaacs,438.6165846153846,11.0
5104,Daryl Sabara,1.8435151396917295,9.0
5105,Daryl Zero,-0.6039324,9.0
5106,Dascha Polanco,0.68556765,11.0
5107,Dash Mihok,1.703261208,10.0
5108,Dashiell Faireborn / Flint,1.8605867538461538,11.0
5109,Daugherty,-0.8670863714285715,9.0
5110,Dave,9.374483949735449,10.0
5111,Dave 'the Dude' Conway,0.7241379310344828,11.0
5112,Dave (voice),1.829940106060606,11.0
5113,Dave Bautista,1.5048330462987443,10.0
5114,Dave Boyle,5.2728808,11.0
5115,Dave Chappelle,1.2854125128205127,10.0
5116,Dave Douglas,0.22225832,11.0
5117,Dave Drake,1.8545454545454545,11.0
5118,Dave England,11.8564624,11.0
5119,Dave Franco,4.018176269931972,9.0
5120,Dave Goelz,-0.32120933333333335,9.0
5121,Dave Goldman,2.9,11.0
5122,Dave Goodman,-0.5418632142857143,9.0
5123,Dave Green,1.652025647863248,10.0
5124,Dave Harken,1.5635799285714285,11.0
5125,Dave Kalama,0.21769230769230768,11.0
5126,Dave Kohl,6.933107625,11.0
5127,Dave Lizewski / Kick-Ass,1.8015875535714287,10.0
5128,Dave Lockwood,0.45096994230769233,11.0
5129,Dave Matthews,1.3318247142857143,11.0
5130,Dave McKean,-0.78325025,9.0
5131,Dave Ming Chang / Kapitän,-0.15583201666666666,9.0
5132,Dave Moss,-0.14198176,9.0
5133,Dave Parnell,-0.5053333333333333,9.0
5134,Dave Shilling,2.2411398,11.0
5135,Dave Skylark,-0.7194856363636364,9.0
5136,Dave Stutler,0.43522494666666667,11.0
5137,Dave Toschi,0.3043986769230769,11.0
5138,Daveigh Chase,0.8221440875,11.0
5139,Davey Lane,1.0,11.0
5140,Davey Sikes,1.241773074074074,11.0
5141,David,9.290923967544005,10.0
5142,"David "" Sully "" Sullivan",1.7146386416666666,11.0
5143,"David ""Future"" Porter",4.2439024390243905,11.0
5144,David A.R. White,2.3937274,10.0
5145,David Aames,1.9910050147058824,11.0
5146,David Abbott,0.7733522586206897,11.0
5147,David Alan Grier,0.87625,10.0
5148,David Allen,4.737820705882353,11.0
5149,David Alvarado,6.547323,11.0
5150,David Andrews,0.28632539682539687,10.0
5151,David Arquette,3.6534400983730158,9.0
5152,David Atkins,-0.6624603333333333,9.0
5153,David Ayer,2.5015942664565824,9.0
5154,David B. Householter,5.6494305,10.0
5155,David Ball,3.0,11.0
5156,David Banner,3.636887,11.0
5157,David Barlow,1.4479553529411764,11.0
5158,David Baronoff,5.83056104,11.0
5159,David Barrett,1.07981255,11.0
5160,David Barron,2.433175206818713,9.0
5161,David Battley,-0.38816814814814815,9.0
5162,David Belle,0.6296393095238095,10.0
5163,David Bergstein,0.07200589285714286,11.0
5164,David Bierend,58.17067733333333,11.0
5165,David Bleiman Ichioka,0.8042628333333334,11.0
5166,David Blocker,-0.08432558585858585,11.0
5167,David Bouchard,0.5839125,11.0
5168,David Bowe,-0.803966,9.0
5169,David Bowers,1.016120802294238,10.0
5170,David Bowie,0.10640881756870975,11.0
5171,David Boyd,1.3841833333333333,11.0
5172,David Breckinridge,0.2986724333333333,11.0
5173,David Brookwell,-0.0088324,9.0
5174,David Brown,10.087657632835183,10.0
5175,David C. Robinson,0.2191294303030303,11.0
5176,David Calder,1.64360646,11.0
5177,David Callaway,3.9057928,11.0
5178,David Caravaggio,7.591719444444444,11.0
5179,David Carradine,7.359265306666667,10.0
5180,David Carson,2.1578947368421053,11.0
5181,David Carter,-0.4713307,9.0
5182,David Caruso,3.9624342444444447,11.0
5183,David Chan,1.56,10.0
5184,David Clark,6.297138351351351,11.0
5185,David Coatsworth,1.22681602,11.0
5186,David Collins,-0.7506886666666667,9.0
5187,David Corelli,-0.8029678,9.0
5188,David Costabile,1.0872215333333333,11.0
5189,David Cronenberg,0.2805049395107652,10.0
5190,David Cross,2.068043564078822,18.0
5191,David Della Rocco,-0.9949215,9.0
5192,David Dilbeck,1.26619486,11.0
5193,David Diliberto,4.644433364864865,10.0
5194,David Dobkin,0.8545683785525228,14.0
5195,David Dorfman,2.22903076,11.0
5196,David Drayton,2.1720105555555556,11.0
5197,David Drumlin,0.9013369888888889,11.0
5198,David Duchovny,0.3388080961038961,10.0
5199,David Dukes,-0.3548372,9.0
5200,David Dunn,2.308241613333333,11.0
5201,David E. Kelley,1.1063116296296296,11.0
5202,David E. Talbert,1.6419422352941178,11.0
5203,David Elliot,0.703896,11.0
5204,David Ellison,1.831786910295699,9.0
5205,David Engel,6.201249678571428,11.0
5206,David Englander,0.1005045,11.0
5207,David Evans ,10.478665,11.0
5208,David F. Sandberg,8.001435102040816,11.0
5209,David Fanning,0.22658462857142858,11.0
5210,David Farrar,1.44,11.0
5211,David Ferry,-0.9949215,9.0
5212,David Filby,0.5466147,11.0
5213,David Fincher,2.878780574099536,10.0
5214,David Foster,0.31269218090962697,10.0
5215,David Frankel,3.347276787659698,9.0
5216,David Franzoni,3.4431109417475727,11.0
5217,David Gale,1.6486230687813623,10.0
5218,David Gambino,-0.2773558716666667,11.0
5219,David Gardner,-0.59294475,9.0
5220,David Geffen,1.4970248984126984,10.0
5221,David Gelb,18.427493333333334,11.0
5222,David Giler,2.606788407067932,15.0
5223,David Glasser,1.0998505,11.0
5224,David Goldman,2.479580266666667,11.0
5225,David Gordon,2.2667326470588236,11.0
5226,David Gordon Green,0.30529956270259034,10.0
5227,David Grant,0.47124266666666664,11.0
5228,David Gross,4.900293,11.0
5229,David Gulpilil,64.6407012,11.0
5230,David H. Kalama Jr.,0.21769230769230768,11.0
5231,David Hackl,9.542364166666667,11.0
5232,David Hadida,-0.54110996,9.0
5233,David Hand,156.4987953688264,10.0
5234,David Harbour,2.6051921487012986,10.0
5235,David Hasselhoff,1.8809854424242425,11.0
5236,David Henrie,-0.67898405,9.0
5237,David Herman,0.2827813,11.0
5238,David Hewlett,1.007272,11.0
5239,David Heyman,4.3561131639156,10.0
5240,David Higgins,6.391798947368421,11.0
5241,David Hoberman,1.7934928119520759,16.0
5242,David Hopwood,2.025386893333333,11.0
5243,David Huffman,2.9270746666666665,11.0
5244,David Hyde Pierce,-0.42483978575396825,11.0
5245,David J. Wally,0.5882233333333333,11.0
5246,David Jacobson,-0.893391,9.0
5247,David Jenkins,-0.641049175,9.0
5248,David Kagen,5.490685666666667,11.0
5249,David Kanter,1.1992443800224466,9.0
5250,David Kaplan,6.337038,11.0
5251,David Keith,0.9273654351612901,9.0
5252,David Kelly,4.673360862173913,10.0
5253,David Kennedy,0.63684766,11.0
5254,David Kirschner,0.9352146278761979,9.0
5255,David Koechner,5.157506095054944,9.0
5256,David Koepp,0.9141222998809525,10.0
5257,David Kross,2.5318528125,11.0
5258,David Krumholtz,3.3225348665743972,10.0
5259,David L. Bushell,12.363078699999999,10.0
5260,David L. Wolper,0.3333333333333333,11.0
5261,David Labraccio,1.3649717307692308,11.0
5262,David Ladd,-0.3335741821428571,10.0
5263,David Lancaster,4.503979242225422,10.0
5264,David Laughlin,14.18943175,11.0
5265,David Lean,6.333439428977273,10.0
5266,David Leland,-0.8576118684210526,9.0
5267,David Levien,0.10262029722222221,11.0
5268,David Levinson,5.627316135151514,10.0
5269,David Levy,3.432022424242424,11.0
5270,David Lewis,-0.3548372,9.0
5271,David Lightman,5.630638916666666,11.0
5272,David Lind,-0.5067112,9.0
5273,David Linde,1.4706702833333334,10.0
5274,David Lipman,5.132258386666667,11.0
5275,David Lochary,499.0,11.0
5276,David Lovegren,2.4035858,11.0
5277,David Lowery,1.2106975076923077,11.0
5278,David Lynch,175.82911774583334,9.0
5279,David Lyons,2.485505,11.0
5280,David M. Thompson,8.460884896103897,9.0
5281,David Madden,2.586270615384615,10.0
5282,David Mamet,0.383513,11.0
5283,David Mandel,-0.16812612,9.0
5284,David Manpearl,2.011677222222222,11.0
5285,David Margulies,-0.603769294117647,9.0
5286,David Masajnik,0.09090909090909091,11.0
5287,David Mason,1.1704079333333333,11.0
5288,David McCullough,0.7050166091954023,11.0
5289,David McFadzean,0.841294,11.0
5290,David McLean,33.0,11.0
5291,David McNally,1.5314772,11.0
5292,David Minkowski,3.16003865,11.0
5293,David Moreau,3.6924805,11.0
5294,David Morrissey,-0.10365825198412698,11.0
5295,David Morse,1.1520864091825442,10.0
5296,David Moscow,3.5614360555555553,10.0
5297,David Nemerov,-0.8642208928571429,9.0
5298,David Newsom,0.2921557857142857,11.0
5299,David Nicksay,0.6301167061844863,10.0
5300,David Niven,-0.4117647058823529,9.0
5301,David Nix,0.10081222105263157,11.0
5302,David Norris,1.5471987848605577,11.0
5303,David Nutter,0.16715786666666665,11.0
5304,David O'Hara,-0.2596191333333333,9.0
5305,David O. Russell,3.174495514960318,10.0
5306,David O. Sacks,2.814386,11.0
5307,David O. Selznick,27.192291627458594,10.0
5308,David Ogden Stiers,1.8776010044191918,9.0
5309,David Oyelowo,0.6537919809386973,10.0
5310,David Palmer,6.2,11.0
5311,David Parfitt,4.977995124301075,9.0
5312,David Paterson,1.2931177166666667,11.0
5313,David Paymer,0.37402147222222226,10.0
5314,David Peretz,1.2818184,11.0
5315,David Permut,2.070951825,11.0
5316,David Proval,5.0,11.0
5317,David Puttnam,9.722346181818182,11.0
5318,David R. Ellis,1.5260277585657676,9.0
5319,David Raskin,1.6873534166666666,11.0
5320,David Raynr,2.5274063333333334,10.0
5321,David Ready,-0.15751488333333333,9.0
5322,David Reid,1.8064652304543283,10.0
5323,David Rice,1.6144845411764706,11.0
5324,David Robert Mitchell,6.337038,11.0
5325,David Roker,13.19654924,11.0
5326,David Rubin,-0.073603375,9.0
5327,David S. Dranitzke,-0.2936469375,9.0
5328,David S. Goyer,2.590277167307692,10.0
5329,David S. Greathouse,-0.3476053571428571,9.0
5330,David S. Ward,3.5270134545454543,11.0
5331,David Salzberg,-0.68968056,9.0
5332,David Santiago,-0.5729836666666667,9.0
5333,David Schaal,-0.6794049756347782,9.0
5334,David Schwimmer,2.147648696924454,10.0
5335,David Seville,3.569272466666667,11.0
5336,David Siegel,12.122017685714285,11.0
5337,David Silverman,6.02758468,11.0
5338,David Simms,0.19676862222222222,11.0
5339,David Slade,5.726865429188166,10.0
5340,David Soren,1.0931161629629629,11.0
5341,David Spade,1.4301038735573837,9.0
5342,David Spritz,-0.37586125,9.0
5343,David Sproxton,2.9480103011682828,9.0
5344,David Starsky,1.8378125,11.0
5345,David Stewart,-0.43603613333333335,9.0
5346,David Strathairn,1.7426251265453296,10.0
5347,David Sullivan,59.68,11.0
5348,David Sumner,-0.58702236,9.0
5349,David T. Friendly,3.0608887076605464,15.0
5350,David Talbot,0.29940314285714287,11.0
5351,David Tennant,0.4660139411764706,11.0
5352,David Thewlis,0.5354577905338084,10.0
5353,David Thomson,33.522221,11.0
5354,David Thwaites,0.58088735,10.0
5355,David Tomlinson,16.0454545,11.0
5356,David Tristan Birkin,-0.9984666666666666,9.0
5357,David Twohy,0.90881480213305,10.0
5358,David V. Lester,0.19676862222222222,11.0
5359,David Valdes,0.7914274815814394,15.0
5360,David Vert,19.298666666666666,11.0
5361,David Wain,0.994801325,10.0
5362,David Warner,7.741132507423593,10.0
5363,David Wayne,0.9040866153846154,11.0
5364,David Weisbart,8.0,11.0
5365,David Wenham,2.11903485979021,9.0
5366,David Willis,0.16479094447910847,11.0
5367,David Winkler,2.505752894425676,10.0
5368,David Wolthoff,0.43896542857142856,11.0
5369,David Womark,4.0751380416666665,11.0
5370,David Yates,2.990831423037037,10.0
5371,David Zander,5.3448568,11.0
5372,David Zayas,2.938003809090909,10.0
5373,David Zelon,0.6595303988888889,9.0
5374,David Zucker,5.39961865216813,10.0
5375,Davies,-0.46229465151515153,10.0
5376,Davina Vinyard,0.19375635,11.0
5377,Davis,419.52272307692306,11.0
5378,"Davis (segment ""The Catch"")",4.406498,11.0
5379,Davis Guggenheim,14.645417793650793,11.0
5380,Davis McClaren,2.01139985,11.0
5381,Davus,-0.4422642142857143,9.0
5382,Davy Crockett,-0.8219313034482758,9.0
5383,Dawg,-0.8977824285714285,9.0
5384,Dawid Ogrodnik,3.955355488866659,11.0
5385,Dawn Carter,1.4274213,11.0
5386,Dawn French,1.0766066333333333,11.0
5387,Dawn Schiller,-0.5067112,9.0
5388,Dawn Steel,6.3370997733766234,10.0
5389,Dawson Cole,0.3817774230769231,11.0
5390,Dax,7.333333333333333,11.0
5391,Dax Flame,7.333333333333333,11.0
5392,Dax Shepard,1.6219384721033354,9.0
5393,Day-Day,4.438848,11.0
5394,Day-Day / Old Man with Shotgun,0.67634175,11.0
5395,Dayo Okeniyi,1.7418444,11.0
5396,De'Aundre Bonds,1.3879595833333334,11.0
5397,De'Shawn Washington,8.51623725,11.0
5398,DeForest Kelley,3.7236640211640215,10.0
5399,DeVon Franklin,3.8125,11.0
5400,Deacon,0.8116692307692308,11.0
5401,Deacon 'Deke' Kay,0.458041825,11.0
5402,Deacon Frost,1.9151895555555556,11.0
5403,Deacon Moss,1.3209825365853658,11.0
5404,Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard,11.57237,11.0
5405,Dean,1.5863691646825397,9.0
5406,Dean Cain,-0.048118930000000004,9.0
5407,Dean Carl Cain,1.59628625,11.0
5408,Dean Corso,0.5368920526315789,11.0
5409,Dean DeBlois,2.0074193001523857,10.0
5410,Dean Devlin,2.5530855415757574,9.0
5411,Dean Georgaris,2.8024749285714288,10.0
5412,Dean Hardscrabble (voice),2.717798035,11.0
5413,Dean Israelite,1.6873534166666666,11.0
5414,Dean Jagger,2.5619047619047617,10.0
5415,Dean Kansky,1.7684394285714287,11.0
5416,Dean Keaton,2.890261333333333,11.0
5417,Dean Lopata,1.9166666666666667,11.0
5418,Dean McCoppin (voice),-0.6691527857142857,9.0
5419,Dean Moriarty / Neal Cassady,-0.64862728,9.0
5420,Dean Norris,0.7874353846153846,11.0
5421,Dean Parisot,0.5772267733333333,9.0
5422,Dean Pereira,3.7332114285714284,11.0
5423,Dean Richmond,0.9262846130952381,10.0
5424,Dean Sampson,9.3166989,11.0
5425,Dean Sanderson,0.276770175,11.0
5426,Dean Saunders,0.41503383561643836,11.0
5427,Dean Schnider,425.6441,11.0
5428,Dean Silvers,1.1003482857142857,11.0
5429,Dean Tainot,0.20534583333333334,11.0
5430,Dean Trumbell,-0.32,9.0
5431,Dean Vanech,0.34617548750000005,10.0
5432,Dean Vernon Wormer,51.22222222222222,11.0
5433,Dean Walcott,3.04585804,11.0
5434,Dean Walker,-0.688597,9.0
5435,Dean Wright,-0.19809616666666666,9.0
5436,Dean Zanuck,1.262518475,11.0
5437,Deanna Dunagan,18.6900124,11.0
5438,Deanna Schine,1.6126852727272727,11.0
5439,Deanne McKenzie,2.3928773625,11.0
5440,Deardra Farnum,1.747807,11.0
5441,Death,-0.937753,9.0
5442,Deaundre 'Double D' Davis,2.711921529411765,11.0
5443,Deb,2.5946145786885246,10.0
5444,Deb Hagan,-0.10996057142857144,9.0
5445,Debbi Morgan,1.2680053333333334,11.0
5446,Debbie,3.580579860411766,10.0
5447,Debbie Allen,1.0555555555555556,11.0
5448,Debbie Griswold,2.367231870967742,11.0
5449,Debbie Hayn-Cass,4.312688333333333,11.0
5450,Debbie Kreeger,6.2,11.0
5451,Debbie Reynolds,1.8337531486146095,11.0
5452,Debi,-0.9401355,9.0
5453,Debi Derryberry,2.23744928,11.0
5454,Debi LeCure,-0.8339108,9.0
5455,Debi Mazar,-0.5883384166666666,9.0
5456,Debora Weston,-0.5037958421052632,9.0
5457,Deborah Clasky,-0.3119829125,9.0
5458,Deborah Del Prete,-0.34947771666666666,9.0
5459,Deborah Forte,1.397458043678161,10.0
5460,Deborah Giarratana,-0.9157365333333334,9.0
5461,Deborah Harry,-0.6437434475806452,9.0
5462,Deborah Jelin Newmyer,4.402602815789474,11.0
5463,Deborah Kaplan,1.5605015,11.0
5464,Deborah Kara Unger,2.230954671076923,10.0
5465,Deborah Kerr,10.06060606060606,10.0
5466,Deborah Kuklinski,-0.90154035,9.0
5467,Deborah Myers,1.6280978,11.0
5468,Deborah Odell,-0.7019622857142858,9.0
5469,Deborah Rush,1.1070155,11.0
5470,Deborah Schindler,0.7765564852813852,9.0
5471,Deborah Shelton,-0.119806,9.0
5472,Deborah Snyder,1.4056060045481154,10.0
5473,Deborah Stoff,0.6438557,11.0
5474,Deborah Welsh,4.085739733333333,11.0
5475,Deborra-Lee Furness,0.750917375,11.0
5476,Debra Granik,5.9157515,11.0
5477,Debra Hill,33.51251351502977,9.0
5478,Debra Jo Rupp,1.4889864,11.0
5479,Debra Martin Chase,1.4723643312390464,10.0
5480,Debra Messing,1.8819592512009802,10.0
5481,Debra Moynihan,1.682429,11.0
5482,Debra Paget,8.0,11.0
5483,Debra Strode,2.0233268,11.0
5484,Debra Winger,0.63367140625,11.0
5485,Deck Shifflet,0.147919225,11.0
5486,Declan,1.1136001803508773,10.0
5487,Declan Mulqueen,1.6555046666666666,11.0
5488,Dede Gardner,2.202734633992674,9.0
5489,Dee Bradley Baker,1.4658814166666667,10.0
5490,Dee Loc,0.461333,11.0
5491,Dee Wallace,74.51529085714286,11.0
5492,DeeAnn,1.8883511,11.0
5493,DeeAnna Moran,1.8930752727272728,11.0
5494,Deebo,7.061690857142857,11.0
5495,Deems Taylor,35.54385964912281,11.0
5496,Deena,-0.9667688172043011,9.0
5497,Deena Jones,1.2133954285714286,11.0
5498,Deepak Nayar,10.486988199967117,10.0
5499,Deepak Sikka,0.9520208,11.0
5500,Deepika Padukone,4.974025974025974,11.0
5501,Deepti Jayarajan,6.111111111111111,11.0
5502,Defense Secretary Callister,1.2258321125,11.0
5503,Deirdre,-0.24343847272727273,9.0
5504,Deirdre Blades,1.0073896666666666,11.0
5505,Deirdre Burroughs,-0.43709183333333335,9.0
5506,Dejah Thoris,0.0928426923076923,11.0
5507,Deke Thornton,-0.8977206755767496,9.0
5508,Del,1.6539926,11.0
5509,Del Spooner,1.8936243,11.0
5510,Delacourt,1.48818,11.0
5511,Delfy,-0.6948493,9.0
5512,Delgado (voice),6.4640803,11.0
5513,Delia,-0.536,9.0
5514,Delia Deetz,3.8884444,11.0
5515,Delia Ephron,-0.099052275,9.0
5516,Delilah,-0.4770454,9.0
5517,Delilah Abraham,0.8836175,11.0
5518,Delilah Profitt,1.6855547333333334,11.0
5519,Delivery Boy,-0.633269625,9.0
5520,Della Bae Robinson,2.11828835,11.0
5521,Della Frye,0.4630699,11.0
5522,Delmar O'Donnell,1.7641664230769232,11.0
5523,Delroy Lindo,0.9963776714189343,10.0
5524,Delvin,-0.9926666666666667,9.0
5525,Demetrius,7.780487804878049,11.0
5526,Demetrius Hicks,0.23197016666666667,11.0
5527,Demi Moore,3.699153826988937,14.0
5528,Demian Lichtenstein,-0.6980616935483871,9.0
5529,Demille Bly,-0.41760917021276595,9.0
5530,Demián Bichir,1.468675022797745,9.0
5531,Demo,0.77430384,11.0
5532,Denholm Elliott,5.364687203407224,10.0
5533,Denis,15.538516666666666,11.0
5534,Denis Arndt,-0.7001052285714285,9.0
5535,Denis Leary,4.358834022677198,10.0
5536,Denis O'Dea,5.8,11.0
5537,Denis O'Dell,20.963692857142856,11.0
5538,Denis O'Hare,3.3863260583333332,9.0
5539,Denis Thatcher,7.842823,11.0
5540,Denis Villeneuve,1.1668235234725775,10.0
5541,Denise,2.8941730666666667,10.0
5542,Denise Archibald,1.8401325,11.0
5543,Denise Bixler,0.64529,11.0
5544,Denise Crosby,3.997344956521739,11.0
5545,Denise Di Novi,0.8634072599693328,10.0
5546,Denise Gaines,0.4679517261904762,11.0
5547,Denise Nickerson,0.3333333333333333,11.0
5548,Denise Nolan Cascino,2.7347719887019233,10.0
5549,Denise Ream,1.3479914100000001,10.0
5550,Denise Richards,0.9831964716190476,10.0
5551,Denise Robert,-0.43794631223156755,10.0
5552,Denise Stone,-0.527449625,9.0
5553,Denise Willis,1.4042207142857144,11.0
5554,Denise's Father,0.4679517261904762,11.0
5555,Dennie Gordon,0.7507172316384181,11.0
5556,Dennis,11.07516590625,10.0
5557,Dennis Bradbury,0.339097,11.0
5558,Dennis Cahill,1.2176221090909092,11.0
5559,Dennis Crim,-0.6383407857142858,9.0
5560,Dennis Dugan,3.7184494802530637,9.0
5561,Dennis Dun,0.1761789130434782,10.0
5562,Dennis Dupree,-0.20775182666666667,9.0
5563,Dennis Edwards,-0.8187078533333333,9.0
5564,Dennis Farina,1.6073636313328086,10.0
5565,Dennis Feldman,2.2392600857142857,11.0
5566,Dennis Franz,2.062220582128982,9.0
5567,Dennis Gansel,1.5333333333333334,11.0
5568,Dennis Haysbert,0.22859223119212965,9.0
5569,Dennis Hopper,1.1297533897586762,14.0
5570,Dennis Iliadis,1.1814423333333333,11.0
5571,Dennis Miller,2.389630547637391,10.0
5572,Dennis Quaid,0.7148207171172308,10.0
5573,Dennis Storhøi,-0.61438188125,9.0
5574,Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Cartoon Scribe (voice),11.57237,11.0
5575,Denny,0.27377283333333335,10.0
5576,Denton Baxter,2.1043769545454545,11.0
5577,Denton Van Zan,-0.2823003,9.0
5578,Denys Arcand,-0.57095725,9.0
5579,Denys George Finch Hatton,3.1451356451612904,11.0
5580,Denzel Washington,1.4784523640050824,35.0
5581,Denzel Whitaker,0.4041372733333333,10.0
5582,Denzil Smith,3.235151,11.0
5583,Deobia Oparei,-0.06687798333333334,9.0
5584,Deon Wilson,1.1306030204081632,11.0
5585,Deputy,24.904146333333333,11.0
5586,Deputy Cherisha Kimball,1.0342161,11.0
5587,Deputy Chief Hardy,2.76883228,11.0
5588,Deputy D.A. Penny Kimball,-0.44445125,9.0
5589,Deputy Dwight 'Dewey' Riley,11.360475928571429,11.0
5590,Deputy Fred,0.9914753428571429,11.0
5591,Deputy Frye,2.6244269166666667,11.0
5592,Deputy James Garcia,1.0342161,11.0
5593,Deputy Jeff Hendricks,8.39420035,11.0
5594,Deputy John Burke,-0.58702236,9.0
5595,Deputy Marshal Harvey Pell,9.95890410958904,11.0
5596,Deputy Martin,5.715647866666667,11.0
5597,Deputy Scott Stubbs,2.8302943333333332,11.0
5598,Deputy Secretary of Defense,4.1125848,11.0
5599,Deputy Sgt. Arthur Galt,7.3475269333333335,11.0
5600,Deputy Travis Junior,1.0342161,11.0
5601,Der Anrufer,6.525933692307692,11.0
5602,Der Butler Mr. Poole,-0.7366084680851064,9.0
5603,Der Leitende/Fritz Grade,5.071428571428571,11.0
5604,Der Schmale,-0.9929775210537681,9.0
5605,Der Zauberer,-0.18966429787234043,9.0
5606,Derek,0.30022671428571435,10.0
5607,Derek Anderson,0.856765005,11.0
5608,Derek Bowman,0.10842288461538462,11.0
5609,Derek Cianfrance,2.549459314285714,10.0
